line,page,dates,month,day,year,time,plot,mass,svl,tl,sex,gravid,group,clutch,color,recap,mark,id,damage
3074,98,5/20/11,5,20,2011,N,5,0.815,43,75,X,N,NG,NA,R,N,NA,2350,N
2470,79,5/28/09,5,28,2009,N,T1,0.816,43,79,X,N,NG,NA,R,NA,NA,1721,N
1359,44,10/9/08,10,9,2008,N,7,0.819,43,84,X,N,NG,NA,R,NA,NA,NA,N
3246,103,6/9/11,6,9,2011,N,9,0.834,43,78,X,N,NG,NA,R,N,NA,2462,N
333,11,5/31/08,5,31,2008,N,4,0.835,43,74,X,N,NG,NA,R,NA,NA,169,N
958,30,7/18/08,7,18,2008,N,3,0.839,43,62,X,N,NG,NA,R,NA,NA,748,Y
596,19,6/5/08,6,5,2008,N,3,0.841,43,79,X,N,NG,NA,R,NA,NA,393,N
3166,100,5/28/09,5,28,2009,N,T1,0.842,43,80,X,N,NG,NA,R,N,NA,1701,N
2099,68,5/7/09,5,7,2009,N,9,0.847,43,69,X,N,NG,NA,R,NA,NA,NA,Y
1235,40,9/27/08,9,27,2008,N,4,0.849,43,78,X,N,NG,NA,R,NA,NA,NA,Y
169,6,5/22/08,5,22,2008,N,7,0.855,43,68,X,N,NG,NA,R,NA,NA,15,Y
3138,99,5/23/11,5,23,2011,N,5,0.859,43,76,X,N,NG,NA,R,N,NA,2414,Y
3039,96,5/20/11,5,20,2011,N,7,0.894,43,72,X,N,NG,NA,R,N,NA,2315,Y
1804,59,4/21/09,4,21,2009,N,7,0.902,43,83,X,N,NG,NA,R,NA,NA,1332,N
1026,32,8/16/08,8,16,2008,N,4,0.902,43,77,X,N,NG,NA,R,NA,NA,NA,N
115,4,5/21/08,5,21,2008,N,4,0.906,43,80,X,N,NG,NA,R,NA,NA,NA,N
2275,73,5/27/09,5,27,2009,N,7,0.917,43,79,X,N,NG,NA,R,NA,NA,1630,N
3341,106,6/9/11,6,9,2011,N,5,0.927,43,68,X,N,NG,NA,R,N,NA,2557,Y
728,23,6/15/08,6,15,2008,N,5,0.934,43,72,X,N,NG,NA,R,NA,NA,525,N
2441,76,5/28/09,5,28,2009,N,9,0.937,43,78,X,N,NG,NA,R,NA,NA,1722,Y
1281,41,9/28/08,9,28,2008,N,7,0.943,43,84,X,N,NG,NA,R,NA,NA,NA,N
2995,95,5/17/11,5,17,2011,N,4,0.953,43,80,X,N,NG,NA,R,N,NA,2252,N
2,1,5/17/08,5,17,2008,N,7,0.956,43,82,X,N,NG,NA,R,NA,NA,NA,N
1018,32,8/16/08,8,16,2008,N,3,0.962,43,66,X,N,NG,NA,R,NA,NA,NA,Y
1174,37,9/12/08,9,12,2008,N,7,0.962,43,81,X,N,NG,NA,R,NA,NA,NA,N
2587,83,6/12/09,6,12,2009,N,4,0.963,43,79,X,N,NG,NA,R,NA,NA,NA,Y
3176,101,6/23/09,6,23,2009,N,9,0.964,43,81,X,N,NG,NA,R,N,NA,1921,N
2578,83,6/12/09,6,12,2009,N,4,0.966,43,75,X,N,NG,NA,L,NA,NA,NA,Y
362,12,5/31/08,5,31,2008,N,3,0.966,43,84,X,N,NG,NA,R,NA,NA,189,N
3229,102,6/9/11,6,9,2011,N,T2,0.981,43,79,X,N,NG,NA,R,N,NA,2445,N
3338,106,6/9/11,6,9,2011,N,5,1.015,43,79,X,N,NG,NA,R,N,NA,2554,Y
235,8,5/27/08,5,27,2008,N,5,1.015,43,81,X,N,NG,NA,R,NA,NA,78,N
875,28,6/20/08,6,20,2008,N,7,1.057,43,75,X,N,NG,NA,R,NA,NA,665,N
3225,102,6/9/11,6,9,2011,N,T2,1.066,43,75,X,N,NG,NA,TAN,N,NA,2441,N
2608,84,6/14/09,6,14,2009,N,3,1.068,43,73,X,N,NG,NA,R,NA,NA,1856,Y
720,23,6/15/08,6,15,2008,N,7,1.077,43,86,X,N,NG,NA,R,NA,NA,511,N
645,21,6/6/08,6,6,2008,N,3,1.107,43,86,X,N,NG,NA,R,NA,NA,440,N
787,25,6/16/08,6,16,2008,N,7,1.163,43,85,X,N,NG,NA,R,NA,NA,578,N
1955,63,4/22/09,4,22,2009,N,4,0.664,44,54,X,N,NG,NA,R,NA,NA,NA,Y
1209,39,9/14/08,9,14,2008,N,3,0.667,44,69,X,N,NG,NA,R,NA,NA,NA,N
1605,52,11/8/08,11,8,2008,N,5,0.735,44,80,X,N,NG,NA,R,NA,NA,NA,Y
1229,40,9/14/08,9,14,2008,N,7,0.744,44,82,X,N,NG,NA,R,NA,NA,NA,N
1239,40,9/27/08,9,27,2008,N,4,0.746,44,77,X,N,NG,NA,R,NA,NA,NA,N
1221,39,9/14/08,9,14,2008,N,4,0.783,44,80,X,N,NG,NA,R,NA,NA,NA,N
3029,96,5/20/11,5,20,2011,N,7,0.793,44,49,X,N,NG,NA,R,N,NA,2305,Y
1870,61,4/22/09,4,22,2009,N,5,0.793,44,76,X,N,NG,NA,R,NA,NA,1404,N
1972,64,5/5/09,5,5,2009,N,5,0.794,44,85,X,N,NG,NA,R,NA,NA,1418,N
1243,40,9/27/08,9,27,2008,N,9,0.798,44,76,X,N,NG,NA,R,NA,NA,NA,N
2523,82,6/9/09,6,9,2009,N,5,0.842,44,71,X,N,NG,NA,R,NA,NA,1831,Y
2891,92,5/7/11,5,7,2011,N,5,0.843,44,85,X,N,NG,NA,R,N,NA,2148,N
1941,63,4/22/09,4,22,2009,N,7,0.845,44,70,X,N,NG,NA,R,NA,NA,NA,Y
2966,94,5/17/11,5,17,2011,N,3,0.85,44,80,X,N,NG,NA,R,N,NA,2223,Y
1000,31,8/6/08,8,6,2008,N,9,0.857,44,67,X,N,NG,NA,R,NA,NA,790,Y
2004,65,5/5/09,5,5,2009,N,3,0.867,44,79,X,N,NG,NA,R,NA,NA,1450,Y
3063,97,5/20/11,5,20,2011,N,4,0.872,44,82,X,N,NG,NA,R,N,NA,2339,N
2100,68,5/7/09,5,7,2009,N,9,0.887,44,86,X,N,NG,NA,R,NA,NA,NA,N
2270,73,5/27/09,5,27,2009,N,4,0.888,44,84,X,N,NG,NA,R,NA,NA,1614,N
287,10,5/31/08,5,31,2008,N,9,0.9,44,85,X,N,NG,NA,R,NA,NA,126,N
1093,34,9/9/08,9,9,2008,N,7,0.905,44,79,X,N,NG,NA,L,NA,NA,NA,Y
1981,64,5/5/09,5,5,2009,N,5,0.907,44,80,X,N,NG,NA,R,NA,NA,1427,Y
702,22,6/10/08,6,10,2008,N,5,0.915,44,76,X,N,NG,NA,R,NA,NA,494,Y
931,29,6/26/08,6,26,2008,N,3,0.917,44,72,X,N,NG,NA,R,NA,NA,721,N
3331,106,6/9/11,6,9,2011,N,5,0.924,44,56,X,N,NG,NA,R,N,NA,2547,Y
1694,55,11/15/08,11,15,2008,N,7,0.93,44,77,X,N,NG,NA,R,NA,NA,1222,Y
644,21,6/6/08,6,6,2008,N,3,0.933,44,85,X,N,NG,NA,R,NA,NA,439,N
971,31,7/18/08,7,18,2008,N,7,0.934,44,88,X,N,NG,NA,R,NA,NA,761,N
2784,89,5/4/11,5,4,2011,N,5,0.948,44,73,X,N,NG,NA,R,N,NA,2041,Y
257,9,5/31/08,5,31,2008,N,5,0.96,44,81,X,N,NG,NA,R,NA,NA,97,N
612,20,6/5/08,6,5,2008,N,9,0.966,44,81,X,N,NG,NA,R,NA,NA,408,N
2651,85,6/19/09,6,19,2009,N,4,0.968,44,74,X,N,NG,NA,R,NA,NA,1887,Y
2674,86,7/2/09,7,2,2009,N,9,0.983,44,82,X,N,NG,NA,R,NA,NA,NA,Y
3258,103,6/9/11,6,9,2011,N,7,0.999,44,60,X,N,NG,NA,R,N,NA,2474,Y
1025,32,8/16/08,8,16,2008,N,4,1,44,80,X,N,NG,NA,R,NA,NA,NA,Y
2575,83,6/12/09,6,12,2009,N,5,1,44,76,X,N,NG,NA,R,NA,NA,NA,Y
2623,85,6/14/09,6,14,2009,N,7,1.002,44,71,X,N,NG,NA,L,NA,NA,1871,Y
2669,86,7/2/09,7,2,2009,N,4,1.011,44,85,X,N,NG,NA,R,NA,NA,NA,N
2549,82,6/23/09,6,23,2009,N,3,1.031,44,79,X,N,NG,NA,R,NA,NA,1910,N
950,30,7/18/08,7,18,2008,N,4,1.051,44,82,X,N,NG,NA,R,NA,NA,740,N
801,25,6/17/08,6,17,2008,N,9,1.071,44,75,X,N,NG,NA,R,NA,NA,592,N
593,19,6/5/08,6,5,2008,N,3,1.072,44,85,X,N,NG,NA,R,NA,NA,390,N
729,23,6/15/08,6,15,2008,N,5,1.074,44,84,X,N,NG,NA,R,NA,NA,526,N
989,31,8/6/08,8,6,2008,N,4,1.081,44,78,X,N,NG,NA,R,NA,NA,779,Y
980,31,7/31/08,7,31,2008,N,7,1.097,44,85,X,N,NG,NA,R,NA,NA,770,Y
411,13,6/1/08,6,1,2008,N,9,1.113,44,80,X,N,NG,NA,R,NA,NA,214,Y
416,14,6/1/08,6,1,2008,D,3,1.119,44,82,X,N,NG,NA,R,NA,NA,219,Y
2132,69,5/9/09,5,9,2009,N,7,1.197,44,81,X,N,NG,NA,R,NA,NA,NA,Y
908,29,6/23/08,6,23,2008,N,7,1.309,44,80,X,N,NG,NA,R,NA,NA,698,Y
1873,61,4/22/09,4,22,2009,N,5,0.719,45,77,X,N,NG,NA,R,NA,NA,1407,Y
1328,43,10/1/08,10,1,2008,N,7,0.719,45,82,X,N,NG,NA,R,NA,NA,NA,Y
533,17,6/5/08,6,5,2008,N,4,0.738,45,71,X,N,NG,NA,R,NA,NA,341,Y
2838,90,5/4/11,5,4,2011,N,3,0.815,45,79,X,N,NG,NA,R,N,NA,2095,N
796,25,6/17/08,6,17,2008,N,9,0.851,45,72,X,N,NG,NA,R,NA,NA,587,Y
3079,98,5/20/11,5,20,2011,N,5,0.855,45,81,X,N,NG,NA,R,N,NA,2355,N
1143,36,9/9/08,9,9,2008,N,4,0.86,45,73,X,N,NG,NA,R,NA,NA,NA,N
2812,90,5/4/11,5,4,2011,N,4,0.873,45,79,X,N,NG,NA,R,N,NA,2069,Y
2009,65,5/5/09,5,5,2009,N,4,0.873,45,81,X,N,NG,NA,R,NA,NA,1455,N
137,5,5/21/08,5,21,2008,N,5,0.882,45,85,X,N,NG,NA,R,NA,NA,NA,N
1767,58,4/21/09,4,21,2009,N,7,0.9,45,86,X,N,NG,NA,R,NA,NA,1295,N
2630,85,6/14/09,6,14,2009,N,4,0.907,45,77,X,N,NG,NA,R,NA,NA,NA,N
2692,87,8/22/09,8,22,2009,N,4,0.91,45,79,X,N,NG,NA,R,NA,NA,1989,N
1886,61,4/22/09,4,22,2009,N,3,0.922,45,88,X,N,NG,NA,R,NA,NA,NA,N
1776,58,4/21/09,4,21,2009,N,9,0.923,45,84,X,N,NG,NA,R,NA,NA,1304,Y
3116,99,5/23/11,5,23,2011,N,4,0.928,45,84,X,N,NG,NA,R,N,NA,2392,N
2633,85,6/14/09,6,14,2009,N,4,0.931,45,84,X,N,NG,NA,R,NA,NA,NA,N
1236,40,9/27/08,9,27,2008,N,4,0.932,45,82,X,N,NG,NA,R,NA,NA,NA,Y
2889,92,5/7/11,5,7,2011,N,3,0.934,45,82,X,N,NG,NA,R,N,NA,2146,N
2264,73,5/17/09,5,17,2009,N,3,0.95,45,82,X,N,NG,NA,R,NA,NA,1608,N
1760,57,4/21/09,4,21,2009,N,7,0.964,45,82,X,N,NG,NA,R,NA,NA,1288,Y
403,13,6/1/08,6,1,2008,N,7,0.969,45,78,X,N,NG,NA,R,NA,NA,207,N
1507,49,11/6/08,11,6,2008,N,4,0.972,45,82,X,N,NG,NA,R,NA,NA,1110,N
923,29,6/26/08,6,26,2008,N,5,0.98,45,75,X,N,NG,NA,R,NA,NA,713,Y
375,12,5/31/08,5,31,2008,N,3,1,45,71,X,N,NG,NA,R,NA,NA,201,N
81,3,5/18/08,5,18,2008,N,9,1,45,80,X,N,NG,NA,L,NA,NA,NA,N
918,29,6/23/08,6,23,2008,N,9,1.008,45,86,X,N,NG,NA,R,NA,NA,708,N
736,23,6/15/08,6,15,2008,N,9,1.008,45,83,X,N,NG,NA,R,NA,NA,533,N
3365,107,6/22/11,6,22,2011,N,9,1.016,45,89,X,N,NG,NA,R,N,NA,2581,N
2267,73,5/17/09,5,17,2009,N,7,1.032,45,87,X,N,NG,NA,R,NA,NA,1611,N
1529,50,11/6/08,11,6,2008,N,7,1.035,45,87,X,N,NG,NA,R,NA,NA,1144,N
3353,106,6/9/11,6,9,2011,N,5,1.037,45,86,X,N,NG,NA,R,N,NA,2569,Y
1019,32,8/16/08,8,16,2008,N,3,1.049,45,81,X,N,NG,NA,R,NA,NA,NA,N
2114,68,5/7/09,5,7,2009,N,3,1.059,45,84,X,N,NG,NA,R,NA,NA,NA,N
1820,59,4/21/09,4,21,2009,N,7,1.062,45,81,X,N,NG,NA,R,NA,NA,1348,Y
1061,33,9/9/08,9,9,2008,N,3,1.076,45,81,X,N,NG,NA,R,NA,NA,NA,Y
1562,51,11/8/08,11,8,2008,N,7,1.08,45,81,X,N,NG,NA,R,NA,NA,NA,N
3377,107,6/22/11,6,22,2011,N,5,1.085,45,85,X,N,NG,NA,R,Y,RRRY,2593,N
1362,44,10/9/08,10,9,2008,N,7,1.091,45,79,X,N,NG,NA,R,NA,NA,NA,Y
2656,86,6/19/09,6,19,2009,N,5,1.093,45,84,X,N,NG,NA,R,NA,NA,1891,N
3329,105,6/9/11,6,9,2011,N,5,1.094,45,84,X,N,NG,NA,R,N,NA,2545,N
937,30,6/29/08,6,29,2008,N,4,1.096,45,77,X,N,NG,NA,R,NA,NA,727,N
3197,101,7/24/09,7,24,2009,N,T1,1.115,45,79,X,N,NG,NA,R,N,NA,1983,Y
562,18,6/5/08,6,5,2008,N,7,1.147,45,88,X,N,NG,NA,R,NA,NA,359,Y
979,31,7/31/08,7,31,2008,N,7,1.176,45,85,X,N,NG,NA,R,NA,NA,769,N
991,31,8/6/08,8,6,2008,N,3,1.193,45,85,X,N,NG,NA,R,NA,NA,781,N
607,19,6/5/08,6,5,2008,N,9,1.223,45,85,X,N,NG,NA,R,NA,NA,403,Y
1033,33,9/6/08,9,6,2008,N,9,0.752,46,82,X,N,NG,NA,R,NA,NA,NA,N
1884,61,4/22/09,4,22,2009,N,3,0.771,46,85,X,N,NG,NA,R,NA,NA,NA,N
1687,55,11/15/08,11,15,2008,N,7,0.772,46,71,X,N,NG,NA,R,NA,NA,1215,N
1859,60,4/21/09,4,21,2009,N,5,0.791,46,76,X,N,NG,NA,R,NA,NA,1367,N
982,31,7/31/08,7,31,2008,N,4,0.819,46,71,X,N,NG,NA,R,NA,NA,772,Y
195,7,5/22/08,5,22,2008,D,3,0.82,46,69,X,N,NG,NA,R,NA,NA,40,N
2291,74,5/28/09,5,28,2009,N,5,0.89,46,71,X,N,NG,NA,R,NA,NA,1663,Y
1302,42,9/28/08,9,28,2008,N,5,0.917,46,84,X,N,NG,NA,R,NA,NA,NA,N
2731,87,10/24/09,10,24,2009,N,T,0.937,46,81,X,N,NG,NA,R,NA,NA,2028,N
2123,68,5/9/09,5,9,2009,N,4,0.941,46,89,X,N,NG,NA,R,NA,NA,NA,N
1576,52,11/8/08,11,8,2008,N,9,0.95,46,84,X,N,NG,NA,R,NA,NA,NA,N
95,4,5/21/08,5,21,2008,N,4,0.962,46,84,X,N,NG,NA,R,NA,NA,NA,N
965,30,7/18/08,7,18,2008,N,3,0.972,46,85,X,N,NG,NA,R,NA,NA,755,Y
1963,64,4/22/09,4,22,2009,N,4,0.976,46,88,X,N,NG,NA,R,NA,NA,NA,Y
3330,105,6/9/11,6,9,2011,N,5,0.981,46,89,X,N,NG,NA,R,N,NA,2546,N
978,31,7/31/08,7,31,2008,N,7,0.995,46,75,X,N,NG,NA,R,NA,NA,768,Y
2667,86,7/2/09,7,2,2009,N,5,0.996,46,90,X,N,NG,NA,R,NA,NA,NA,N
43,2,5/17/08,5,17,2008,D,3,0.996,46,83,X,N,NG,NA,R,NA,NA,NA,N
2463,79,5/28/09,5,28,2009,N,T1,0.999,46,83,X,N,NG,NA,R,NA,NA,1714,N
2639,85,6/19/09,6,19,2009,N,9,1.002,46,75,X,N,NG,NA,R,NA,NA,1876,Y
102,4,5/21/08,5,21,2008,N,4,1.023,46,86,X,N,NG,NA,R,NA,NA,NA,N
960,30,7/18/08,7,18,2008,N,3,1.061,46,72,X,N,NG,NA,R,NA,NA,750,Y
2734,87,10/24/09,10,24,2009,N,T,1.087,46,87,X,N,NG,NA,R,NA,NA,2031,Y
2471,79,6/9/09,6,9,2009,N,T1,1.088,46,80,X,N,NG,NA,R,NA,NA,1842,N
3328,105,6/9/11,6,9,2011,N,5,1.114,46,63,X,N,NG,NA,R,N,NA,2544,Y
1021,32,8/16/08,8,16,2008,N,3,1.125,46,87,X,N,NG,NA,R,NA,NA,NA,Y
703,22,6/10/08,6,10,2008,N,3,1.164,46,83,X,N,NG,NA,R,NA,NA,495,Y
312,10,5/31/08,5,31,2008,N,7,1.181,46,86,X,N,NG,NA,R,NA,NA,149,Y
2165,70,5/9/09,5,9,2009,N,9,1.227,46,85,X,N,NG,NA,R,NA,NA,NA,N
1669,54,11/15/08,11,15,2008,N,4,1.255,46,90,X,N,NG,NA,R,NA,NA,1197,Y
913,29,6/23/08,6,23,2008,N,9,1.266,46,85,X,N,NG,NA,R,NA,NA,703,N
994,31,8/6/08,8,6,2008,N,5,1.445,46,89,X,N,NG,NA,R,NA,NA,784,Y
1228,40,9/14/08,9,14,2008,N,7,0.851,47,79,X,N,NG,NA,R,NA,NA,NA,N
1882,61,4/22/09,4,22,2009,N,3,0.939,47,85,X,N,NG,NA,R,NA,NA,NA,N
1838,60,4/21/09,4,21,2009,N,5,0.953,47,76,X,N,NG,NA,R,NA,NA,1382,N
1004,32,8/6/08,8,6,2008,N,9,0.959,47,89,X,N,NG,NA,R,NA,NA,794,N
2012,65,5/7/09,5,7,2009,N,1,0.963,47,80,X,N,NG,NA,R,NA,NA,1458,Y
1974,64,5/5/09,5,5,2009,N,5,0.963,47,89,X,N,NG,NA,R,NA,NA,1420,N
2224,71,5/14/09,5,14,2009,N,3,0.969,47,86,X,N,NG,NA,R,Y,NA,1552,Y
1976,64,5/5/09,5,5,2009,N,5,1.06,47,92,X,N,NG,NA,R,NA,NA,1422,N
2504,81,6/9/09,6,9,2009,N,7,1.071,47,74,X,N,NG,NA,R,NA,NA,1816,Y
2478,79,6/9/09,6,9,2009,N,T1,1.077,47,82,X,N,NG,NA,R,NA,NA,1849,N
2460,79,5/28/09,5,28,2009,N,T1,1.116,47,80,X,N,NG,NA,R,NA,NA,1711,N
2544,82,6/23/09,6,23,2009,N,4,1.128,47,76,X,N,NG,NA,R,NA,NA,1905,Y
1805,59,4/21/09,4,21,2009,N,7,1.132,47,82,X,N,NG,NA,R,NA,NA,1333,Y
900,28,6/22/08,6,22,2008,N,7,1.156,47,68,X,N,NG,NA,R,NA,NA,690,Y
2505,81,6/9/09,6,9,2009,N,7,1.185,47,84,X,N,NG,NA,R,NA,NA,1817,Y
650,21,6/6/08,6,6,2008,N,4,1.195,47,84,X,N,NG,NA,L,NA,NA,444,N
967,30,7/18/08,7,18,2008,N,3,1.216,47,90,X,N,NG,NA,R,NA,NA,757,Y
1657,54,11/15/08,11,15,2008,N,9,1.259,47,90,X,N,NG,NA,TAN,NA,NA,1185,N
1020,32,8/16/08,8,16,2008,N,3,1.288,47,84,X,N,NG,NA,R,NA,NA,NA,N
986,31,8/6/08,8,6,2008,N,7,1.415,47,89,X,N,NG,NA,R,NA,NA,776,N
3344,106,6/9/11,6,9,2011,N,5,0.733,48,74,X,N,NG,NA,R,N,NA,2560,N
2962,94,5/17/11,5,17,2011,N,3,0.864,48,69,X,N,NG,NA,R,N,NA,2219,Y
2465,79,5/28/09,5,28,2009,N,T1,0.917,48,68,X,N,NG,NA,R,NA,NA,1716,Y
1887,61,4/22/09,4,22,2009,N,3,0.928,48,89,X,N,NG,NA,R,NA,NA,NA,N
2901,92,5/15/11,5,15,2011,N,4,0.957,48,76,X,N,NG,NA,R,N,NA,2158,Y
2819,90,5/4/11,5,4,2011,N,4,0.963,48,73,X,N,NG,NA,R,N,NA,2076,Y
2917,93,5/15/11,5,15,2011,N,3,1.031,48,92,X,N,NG,NA,R,N,NA,2174,N
2000,65,5/5/09,5,5,2009,N,3,1.062,48,94,X,N,NG,NA,R,NA,NA,1446,N
3035,96,5/20/11,5,20,2011,N,7,1.175,48,93,X,N,NG,NA,R,N,NA,2311,N
1170,37,9/12/08,9,12,2008,N,5,1.191,48,88,X,N,NG,NA,R,NA,NA,NA,N
1519,50,11/6/08,11,6,2008,N,9,1.261,48,90,X,N,NG,NA,R,NA,NA,1108,Y
3250,103,6/9/11,6,9,2011,N,7,1.303,48,95,X,N,NG,NA,R,N,NA,2466,N
2766,88,5/4/11,5,4,2011,N,7,1.335,48,89,X,N,NG,NA,R,N,NA,2023,N
831,26,6/17/08,6,17,2008,N,5,1.337,48,81,X,N,NG,NA,R,NA,NA,622,Y
3036,96,5/20/11,5,20,2011,N,7,1.489,48,95,X,N,NG,NA,R,N,NA,2312,N
2773,88,5/4/11,5,4,2011,N,7,0.954,49,77,X,N,NG,NA,R,N,NA,2030,Y
1834,60,4/21/09,4,21,2009,N,5,1.015,49,85,X,N,NG,NA,R,NA,NA,1378,N
2973,94,5/17/11,5,17,2011,N,7,1.153,49,88,X,N,NG,NA,R,N,NA,2230,N
1626,53,11/15/08,11,15,2008,N,5,1.189,49,90,X,N,NG,NA,R,NA,NA,1161,N
2968,94,5/17/11,5,17,2011,N,7,1.251,49,87,X,N,NG,NA,R,N,NA,2225,N
3245,103,6/9/11,6,9,2011,N,9,1.399,49,85,X,N,NG,NA,L,N,NA,2461,Y
3179,101,6/23/09,6,23,2009,N,5,1.407,49,92,X,N,NG,NA,R,N,NA,1924,N
1553,51,11/8/08,11,8,2008,N,5,1.106,50,91,X,N,NG,NA,R,NA,NA,NA,N
2796,89,5/4/11,5,4,2011,N,9,1.204,50,95,X,N,NG,NA,R,N,NA,2053,N
2281,73,5/27/09,5,27,2009,N,7,1.18,51,83,X,N,NG,NA,R,NA,NA,1636,Y
3224,102,6/9/11,6,9,2011,N,T1,1.467,52,88,X,N,NG,NA,R,N,NA,2440,Y
1549,51,11/8/08,11,8,2008,N,5,1.575,55,105,X,N,NG,NA,R,NA,NA,NA,N
2442,76,5/28/09,5,28,2009,N,9,0.472,35,55,X,NA,NA,NA,R,NA,NA,1723,Y
2308,74,5/28/09,5,28,2009,N,4,0.483,35,56,X,NA,NA,NA,R,NA,NA,1678,Y
676,22,6/6/08,6,6,2008,N,9,0.719,36,52,X,NA,NA,NA,R,NA,NA,469,N
2632,85,6/14/09,6,14,2009,N,4,0.596,37,64,X,NA,NA,NA,R,NA,NA,NA,N
2160,70,5/9/09,5,9,2009,N,5,0.603,37,70,X,NA,NA,NA,R,NA,NA,NA,N
2704,87,8/29/09,8,29,2009,N,7,0.569,38,62,X,NA,NA,NA,R,NA,NA,2001,N
2314,74,5/28/09,5,28,2009,N,3,0.59,38,70,X,NA,NA,NA,R,NA,NA,1684,N
2397,78,5/29/09,5,29,2009,N,9,0.603,38,63,X,NA,NA,NA,R,NA,NA,1749,N
1415,46,10/16/08,10,16,2008,N,7,0.61,38,73,X,NA,NA,NA,R,NA,NA,1025,N
2412,78,5/29/09,5,29,2009,N,9,0.618,38,69,X,NA,NA,NA,R,NA,NA,1786,N
2255,72,5/14/09,5,14,2009,N,4,0.619,38,72,X,NA,NA,NA,R,NA,NA,1583,Y
2404,78,5/29/09,5,29,2009,N,9,0.644,38,59,X,NA,NA,NA,R,NA,NA,1779,Y
2724,87,8/29/09,8,29,2009,N,9,0.658,38,73,X,NA,NA,NA,R,NA,NA,2021,N
2304,74,5/28/09,5,28,2009,N,4,0.693,38,77,X,NA,NA,NA,R,NA,NA,1674,N
2366,77,5/29/09,5,29,2009,N,3,0.704,38,66,X,NA,NA,NA,R,NA,NA,1726,Y
2420,78,5/29/09,5,29,2009,N,7,0.833,38,78,X,NA,NA,NA,R,NA,NA,1792,N
2228,72,5/14/09,5,14,2009,N,5,0.623,39,73,X,NA,NA,NA,R,NA,NA,1556,N
2230,72,5/14/09,5,14,2009,N,5,0.647,39,78,X,NA,NA,NA,R,NA,NA,1558,N
2425,76,5/27/09,5,27,2009,N,9,0.663,39,74,X,NA,NA,NA,R,NA,NA,1646,N
2380,77,5/29/09,5,29,2009,N,3,0.701,39,72,X,NA,NA,NA,R,NA,NA,1737,N
2374,77,5/29/09,5,29,2009,N,3,0.705,39,63,X,NA,NA,NA,R,NA,NA,1733,Y
2396,78,5/29/09,5,29,2009,N,9,0.716,39,75,X,NA,NA,NA,R,NA,NA,1748,N
2239,72,5/14/09,5,14,2009,N,4,0.718,39,77,X,NA,NA,NA,R,NA,NA,1567,N
2411,78,5/29/09,5,29,2009,N,9,0.72,39,74,X,NA,NA,NA,R,NA,NA,1785,N
2403,78,5/29/09,5,29,2009,N,9,0.72,39,67,X,NA,NA,NA,R,NA,NA,1778,N
2126,68,5/9/09,5,9,2009,N,4,0.758,39,75,X,NA,NA,NA,R,NA,NA,NA,Y
2422,78,5/29/09,5,29,2009,N,7,0.765,39,70,X,NA,NA,NA,R,NA,NA,1798,N
2157,69,5/9/09,5,9,2009,N,5,0.515,40,42,X,NA,NA,NA,R,NA,NA,NA,Y
2715,87,8/29/09,8,29,2009,N,4,0.613,40,62,X,NA,NA,NA,R,NA,NA,2012,Y
2705,87,8/29/09,8,29,2009,N,7,0.662,40,73,X,NA,NA,NA,R,NA,NA,2002,N
2232,72,5/14/09,5,14,2009,N,5,0.671,40,73,X,NA,NA,NA,R,NA,NA,1560,Y
2721,87,8/29/09,8,29,2009,N,5,0.688,40,76,X,NA,NA,NA,R,NA,NA,2018,N
2127,69,5/9/09,5,9,2009,N,4,0.773,40,70,X,NA,NA,NA,R,NA,NA,NA,Y
2310,74,5/28/09,5,28,2009,N,4,0.619,41,51,X,NA,NA,NA,R,NA,NA,1680,Y
2229,72,5/14/09,5,14,2009,N,5,0.707,41,74,X,NA,NA,NA,R,NA,NA,1557,N
263,9,5/31/08,5,31,2008,N,5,0.817,41,73,X,NA,NA,NA,R,NA,NA,103,N
2394,78,5/29/09,5,29,2009,N,9,0.887,41,81,X,NA,NA,NA,R,NA,NA,1747,N
2358,77,5/28/09,5,28,2009,N,7,0.912,41,76,X,NA,NA,NA,R,NA,NA,1693,N
2684,86,7/8/09,7,8,2009,N,4,1.038,41,75,X,NA,NA,NA,R,NA,NA,1941,Y
2712,87,8/29/09,8,29,2009,N,3,0.661,42,81,X,NA,NA,NA,R,NA,NA,2009,N
2319,74,5/28/09,5,28,2009,N,3,0.748,42,57,X,NA,NA,NA,L,NA,NA,1688,Y
1527,50,11/6/08,11,6,2008,N,7,0.783,42,79,X,NA,NA,NA,R,NA,NA,1153,Y
2233,72,5/14/09,5,14,2009,N,5,0.862,42,77,X,NA,NA,NA,R,NA,NA,1561,Y
2316,74,5/28/09,5,28,2009,N,3,0.866,42,83,X,NA,NA,NA,R,NA,NA,1686,N
2372,77,5/29/09,5,29,2009,N,3,0.923,42,84,X,NA,NA,NA,R,NA,NA,1732,N
2716,87,8/29/09,8,29,2009,N,4,0.926,42,79,X,NA,NA,NA,R,NA,NA,2013,N
1715,56,4/21/09,4,21,2009,N,3,0.771,43,78,X,NA,NA,NA,R,NA,NA,1243,Y
2410,78,5/29/09,5,29,2009,N,9,0.827,43,77,X,NA,NA,NA,L,NA,NA,1784,Y
2421,78,5/29/09,5,29,2009,N,7,0.867,43,72,X,NA,NA,NA,L,NA,NA,1793,N
2389,77,5/29/09,5,29,2009,N,9,0.883,43,77,X,NA,NA,NA,R,NA,NA,1743,Y
